Janelia_ID,Line,CGID,Gene,Flybase_ID,Flybase_Link,Expressed,Eve_Expression,Seq_coord_of_fragment,Fragment_length,Transmembrane_Domain,Signal_Domain,Interpro_Description_GO_Term_Name,Functional_Group,SMART_ID,PFAM_ID,aCC,RP2,Us,Pcc,Els,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R31H12&mode=embryo,GMR31H12,R31H12,CG4125,Ubx,FBgn0003944,http://flybase.org/reports/FBgn0003944.htm,"CNS small subset, EVE medial cells",Medial cells,X:2864041..2867528,3487,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001706~endoderm formation,GO:0001709~cell fate determination,GO:0006355~regulation of DNA-templated transcription,GO:0007018~microtubule-based movement,GO:0007384~specification of segmental identity, thorax,GO:0007424~open tracheal system development,GO:0007480~imaginal disc-derived leg morphogenesis,GO:0007482~haltere development,GO:0007494~midgut development,GO:0007501~mesodermal cell fate specification,GO:0007507~heart development,GO:0007525~somatic muscle development,GO:0009952~anterior/posterior pattern specification,GO:0010092~specification of animal organ identity,GO:0035052~dorsal vessel aortic cell fate commitment,GO:0042659~regulation of cell fate specification,GO:0042694~muscle cell fate specification,GO:0045570~regulation of imaginal disc growth,GO:0045892~negative regulation of DNA-templated transcription,GO:0045893~positive regulation of DNA-templated transcription,GO:0048636~positive regulation of muscle organ development,GO:0061327~anterior Malpighian tubule development,,GO:0005634~nucleus,GO:0005667~transcription regulator complex,GO:0005704~polytene chromosome band,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005868~cytoplasmic dynein complex,GO:0005874~microtubule,GO:0017053~transcription repressor complex,GO:0032993~protein-DNA complex,,GO:0005515~protein binding,GO:0008046~axon guidance receptor activity,GO:0008201~heparin binding,GO:0098632~cell-cell adhesion mediator activity,",TF,"SM00389:HOX,","PF00046:Homeodomain,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R33C11&mode=embryo,GMR33C11,R33C11,CG10704,Smox,FBgn0025800,http://flybase.org/reports/FBgn0025800.htm,"EVE medial cells, Head, Other: bodywall",Medial cells,3L:12439980..12442950,2970,,,"GO:0002052~positive regulation of neuroblast proliferation,GO:0006355~regulation of DNA-templated transcription,GO:0007411~axon guidance,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0008340~determination of adult lifespan,GO:0009653~anatomical structure morphogenesis,GO:0010507~negative regulation of autophagy,GO:0016319~mushroom body development,GO:0030154~cell differentiation,GO:0032924~activin receptor signaling pathway,GO:0042593~glucose homeostasis,GO:0044719~regulation of imaginal disc-derived wing size,GO:0045464~R8 cell fate specification,GO:0045572~positive regulation of imaginal disc growth,GO:0045819~positive regulation of glycogen catabolic process,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048666~neuron development,GO:0048813~dendrite morphogenesis,GO:0050803~regulation of synapse structure or activity,GO:0060395~SMAD protein signal transduction,GO:0071333~cellular response to glucose stimulus,GO:0090256~regulation of cell proliferation involved in imaginal disc-derived wing morphogenesis,,GO:0005634~nucleus,GO:0005667~transcription regulator complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0071144~heteromeric SMAD protein complex,,GO:0004351~glutamate decarboxylase activity,GO:0016831~carboxy-lyase activity,GO:0030170~pyridoxal phosphate binding,",TF,"SM00523:DWA,SM00524:DWB,","PF03165:MH1,PF03166:MH2,",yes,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R35D09&mode=embryo,GMR35D09,R35D09,CG4328,slp1,FBgn0003430,http://flybase.org/reports/FBgn0003430.htm,EVE medial cells,Medial cells,3L:12312486..12315791,3305,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001707~mesoderm formation,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007350~blastoderm segmentation,GO:0007366~periodic partitioning by pair rule gene,GO:0007380~specification of segmental identity, head,GO:0007507~heart development,GO:0008595~anterior/posterior axis specification, embryo,GO:0009653~anatomical structure morphogenesis,GO:0010468~regulation of gene expression,GO:0030154~cell differentiation,GO:0060914~heart formation,,GO:0005634~nucleus,,GO:0000976~transcription cis-regulatory region binding,GO:0003677~DNA binding,GO:0003680~minor groove of adenine-thymine-rich DNA binding,GO:0008301~DNA binding, bending,",TFs and Axon Guidance,"SM00339:FH,","PF00250:Forkhead,",no,no,no,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R39F09&mode=embryo,GMR39F09,R39F09,CG7937,BtbVII,FBgn0263108,http://flybase.org/reports/FBgn0263108.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall, Other: gut/internal",Medial cells,3R:17335851..17337834,1983,,,"GO:0006357~regulation of transcription by RNA polymerase II,,GO:0005634~nucleus,GO:0016020~membrane,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0043565~sequence-specific DNA binding,",TFs and Axon Guidance,"SM00225:BTB,","PF00651:BTB,PF05225:HTH_psq,",?,?,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R41F06&mode=embryo,GMR41F06,R41F06,CG11094,Clamp,FBgn0032979,http://flybase.org/reports/FBgn0032979.htm,"CNS small subset, EVE medial cells, Midline",Medial cells,3R:3769988..3773618,3630,,,"GO:0006338~chromatin remodeling,GO:0006357~regulation of transcription by RNA polymerase II,GO:0009047~dosage compensation by hyperactivation of X chromosome,GO:0160021~maternal-to-zygotic transition of gene expression,,GO:0000785~chromatin,GO:0005634~nucleus,,GO:0003924~GTPase activity,GO:0003925~G protein activity,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0019003~GDP binding,GO:0019887~protein kinase regulator activity,GO:0043539~protein serine/threonine kinase activator activity,",All three,"SM00355:ZnF_C2H2,","PF00096:zf-C2H2,",?,no,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R43D05&mode=embryo,GMR43D05,R43D05,CG7391,jigr1,FBgn0039350,http://flybase.org/reports/FBgn0039350.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall, Other: gut/internal",Medial cells,3L:7761939..7763179,1240,,,"GO:0006357~regulation of transcription by RNA polymerase II,GO:0010468~regulation of gene expression,GO:0014016~neuroblast differentiation,,GO:0005634~nucleus,GO:0005667~transcription regulator complex,,GO:0003674~molecular_function,",TF,"SM00595:MADF,","PF10545:MADF_DNA_bdg,",yes,no,no,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R43F02&mode=embryo,GMR43F02,R43F02,CG33336,Mef2,FBgn0011656,http://flybase.org/reports/FBgn0011656.htm,"CNS small subset, EVE medial cells, Head, Midline",Medial cells,3R:18876793..18878668,1875,,,"GO:0007496~anterior midgut development,GO:0007498~mesoderm development,GO:0007507~heart development,GO:0007517~muscle organ development,GO:0007520~myoblast fusion,GO:0007526~larval somatic muscle development,GO:0010468~regulation of gene expression,GO:0010628~positive regulation of gene expression,GO:0019730~antimicrobial humoral response,GO:0019915~lipid storage,GO:0030154~cell differentiation,GO:0032968~positive regulation of transcription elongation by RNA polymerase II,GO:0045475~locomotor rhythm,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0052576~carbohydrate storage,GO:0055001~muscle cell development,,GO:0005634~nucleus,,GO:0008046~axon guidance receptor activity,",TF,"SM00432:MADS,","PF00319:SRF-TF,PF10462:Peptidase_M66,PF12347:HJURP_C,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R43G01&mode=embryo,GMR43G01,R43G01,CG17117,lola,FBgn0283521,http://flybase.org/reports/FBgn0283521.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head, Other: bodywall",Medial cells,3R:6476933..6478957,2024,,,"GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0006964~positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria,GO:0007409~axonogenesis,GO:0007411~axon guidance,GO:0007464~R3/R4 cell fate commitment,GO:0007526~larval somatic muscle development,GO:0008406~gonad development,GO:0010468~regulation of gene expression,GO:0016199~axon midline choice point recognition,GO:0035167~larval lymph gland hemopoiesis,GO:0045467~R7 cell development,GO:0045476~nurse cell apoptotic process,GO:0045893~positive regulation of DNA-templated transcription,GO:0048813~dendrite morphogenesis,GO:0061059~positive regulation of peptidoglycan recognition protein signaling pathway,GO:1902667~regulation of axon guidance,,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,,GO:0003674~molecular_function,",TF,"SM00225:BTB,SM00355:ZnF_C2H2,","PF00651:BTB,",?,?,?,?,? ,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R44E11&mode=embryo,GMR44E11,R44E11,CG8817,EcR,FBgn0000546,http://flybase.org/reports/FBgn0000546.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall, Other: gut/internal",Medial cells,2L:2935500..2938429,2929,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0001752~compound eye photoreceptor fate commitment,GO:0002164~larval development,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0006911~phagocytosis, engulfment,GO:0006914~autophagy,GO:0007155~cell adhesion,GO:0007281~germ cell development,GO:0007291~sperm individualization,GO:0007298~border follicle cell migration,GO:0007390~germ-band shortening,GO:0007422~peripheral nervous system development,GO:0007443~Malpighian tubule morphogenesis,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0007488~histoblast morphogenesis,GO:0007552~metamorphosis,GO:0007616~long-term memory,GO:0008258~head involution,GO:0008340~determination of adult lifespan,GO:0008362~chitin-based embryonic cuticle biosynthetic process,GO:0008544~epidermis development,GO:0010002~cardioblast differentiation,GO:0010506~regulation of autophagy,GO:0010629~negative regulation of gene expression,GO:0016319~mushroom body development,GO:0016322~neuron remodeling,GO:0018990~ecdysis, chitin-based cuticle,GO:0030154~cell differentiation,GO:0035053~dorsal vessel heart proper cell fate commitment,GO:0035073~pupariation,GO:0035075~response to ecdysone,GO:0035076~ecdysone receptor signaling pathway,GO:0035180~larval wandering behavior,GO:0035188~hatching,GO:0035193~larval central nervous system remodeling,GO:0035206~regulation of hemocyte proliferation,GO:0035297~regulation of Malpighian tubule diameter,GO:0038183~bile acid signaling pathway,GO:0040003~chitin-based cuticle development,GO:0040034~regulation of development, heterochronic,GO:0042220~response to cocaine,GO:0042632~cholesterol homeostasis,GO:0043065~positive regulation of apoptotic process,GO:0043457~regulation of cellular respiration,GO:0045892~negative regulation of DNA-templated transcription,GO:0045893~positive regulation of DNA-templated transcription,GO:0045938~positive regulation of circadian sleep/wake cycle, sleep,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048102~autophagic cell death,GO:0048477~oogenesis,GO:0048738~cardiac muscle tissue development,GO:0048813~dendrite morphogenesis,GO:0050728~negative regulation of inflammatory response,GO:1904799~regulation of neuron remodeling,GO:1904801~positive regulation of neuron remodeling,,GO:0005634~nucleus,GO:0005700~polytene chromosome,GO:0005737~cytoplasm,GO:0008230~ecdysone receptor holocomplex,GO:0008231~repressor ecdysone receptor complex,GO:0008232~activator ecdysone receptor complex,GO:0030425~dendrite,GO:0090575~RNA polymerase II transcription regulator complex,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,",TF,"SM00399:ZnF_C4,SM00430:HOLI,","PF00104:Hormone_recep,PF00105:zf-C4,",yes,?,no,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R45F05&mode=embryo,GMR45F05,R45F05,CG12399,gcm,FBgn0014179,http://flybase.org/reports/FBgn0014179.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall",Medial cells,2L:3152866..3156567,3701,,,"GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0007403~glial cell fate determination,GO:0007516~hemocyte development,GO:0010001~glial cell differentiation,GO:0010468~regulation of gene expression,GO:0010628~positive regulation of gene expression,GO:0021782~glial cell development,GO:0030182~neuron differentiation,GO:0031290~retinal ganglion cell axon guidance,GO:0035165~embryonic crystal cell differentiation,GO:0035289~posterior head segmentation,GO:0042063~gliogenesis,GO:0042387~plasmatocyte differentiation,GO:0042690~negative regulation of crystal cell differentiation,GO:0045610~regulation of hemocyte differentiation,GO:0045687~positive regulation of glial cell differentiation,GO:0045893~positive regulation of DNA-templated transcription,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048813~dendrite morphogenesis,GO:0050764~regulation of phagocytosis,GO:0060252~positive regulation of glial cell proliferation,GO:0060857~establishment of glial blood-brain barrier,,GO:0005634~nucleus,,GO:0005515~protein binding,",TFs and Axon Guidance,,"PF03615:GCM,",yes,no,?,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R45F12&mode=embryo,GMR45F12,R45F12,CG5685,lilli,FBgn0041111,http://flybase.org/reports/FBgn0041111.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,3R:16821752..16825473,3721,,,"GO:0006355~regulation of DNA-templated transcription,GO:0007366~periodic partitioning by pair rule gene,GO:0007379~segment specification,GO:0007611~learning or memory,GO:0010468~regulation of gene expression,GO:0032368~regulation of lipid transport,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048190~wing disc dorsal/ventral pattern formation,GO:0051493~regulation of cytoskeleton organization,GO:0097150~neuronal stem cell population maintenance,,GO:0000791~euchromatin,GO:0005634~nucleus,GO:0008023~transcription elongation factor complex,GO:0032783~super elongation complex,,GO:0003677~DNA binding,GO:0031491~nucleosome binding,",TFs and Axon Guidance,,"PF18876:AFF4_CHD,",?,?,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R47A10&mode=embryo,GMR47A10,R47A10,CG31646,CaMKII,FBgn0264607,http://flybase.org/reports/FBgn0264607.htm,"CNS small subset, EVE medial cells, Head, Other: gut/internal",Medial cells,2L:5634737..5635682,945,,,"GO:0001818~negative regulation of cytokine production,GO:0006468~protein phosphorylation,GO:0007268~chemical synaptic transmission,GO:0007528~neuromuscular junction development,GO:0007611~learning or memory,GO:0007616~long-term memory,GO:0007619~courtship behavior,GO:0008049~male courtship behavior,GO:0008582~regulation of synaptic assembly at neuromuscular junction,GO:0009267~cellular response to starvation,GO:0010888~negative regulation of lipid storage,GO:0016310~phosphorylation,GO:0032226~positive regulation of synaptic transmission, dopaminergic,GO:0034599~cellular response to oxidative stress,GO:0051489~regulation of filopodium assembly,GO:0060278~regulation of ovulation,GO:1990443~peptidyl-threonine autophosphorylation,GO:2001234~negative regulation of apoptotic signaling pathway,,GO:0005737~cytoplasm,GO:0030424~axon,GO:0030425~dendrite,GO:0043005~neuron projection,GO:0045211~postsynaptic membrane,GO:0048786~presynaptic active zone,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,",TFs and Axon Guidance,"SM00220:S_TKc,","PF00069:Pkinase,PF08332:CaMKII_AD,",no,no,no,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R47F11&mode=embryo,GMR47F11,R47F11,CG11317,tbc,FBgn0052506,http://flybase.org/reports/FBgn0052506.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,3R:26920538..26922717,2179,,,"GO:0009306~protein secretion,GO:0043087~regulation of GTPase activity,GO:0090630~activation of GTPase activity,,GO:0016020~membrane,GO:0031410~cytoplasmic vesicle,GO:0070971~endoplasmic reticulum exit site,,GO:0000976~transcription cis-regulatory region binding,GO:0042802~identical protein binding,",TF,"SM00164:TBC,SM00593:RUN,","PF00566:RabGAP-TBC,PF02759:RUN,PF12068:PH_RBD,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R49H12&mode=embryo,GMR49H12,R49H12,CG10617,CG11317,FBgn0039816,http://flybase.org/reports/FBgn0039816.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head",Medial cells,X:13243030..13246902,3872,,,"GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001227~DNA-binding transcription repressor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0042803~protein homodimerization activity,GO:0043565~sequence-specific DNA binding,GO:0046872~metal ion binding,",None,"SM00355:ZnF_C2H2,",,?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50B11&mode=embryo,GMR50B11,R50B11,CG32432,apt,FBgn0015903,http://flybase.org/reports/FBgn0015903.htm,"CNS small subset, EVE medial cells, Other: gut/internal",Medial cells,3L:20884336..20888301,3965,,,"GO:0007274~neuromuscular synaptic transmission,GO:0007298~border follicle cell migration,GO:0007319~negative regulation of oskar mRNA translation,GO:0007417~central nervous system development,GO:0007424~open tracheal system development,GO:0007427~epithelial cell migration, open tracheal system,GO:0007507~heart development,GO:0010468~regulation of gene expression,GO:0035289~posterior head segmentation,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046426~negative regulation of receptor signaling pathway via JAK-STAT,GO:0048149~behavioral response to ethanol,,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0045202~synapse,,GO:0017171~serine hydrolase activity,",TFs and Synapse,,"PF13873:Myb_DNA-bind_5,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50C05&mode=embryo,GMR50C05,R50C05,CG33227,skl,FBgn0036786,http://flybase.org/reports/FBgn0036786.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head, Midline",Medial cells,2R:17885642..17889638,3996,,,"GO:0006915~apoptotic process,GO:0010623~programmed cell death involved in cell development,GO:0071479~cellular response to ionizing radiation,,GO:0005575~cellular_component,,GO:0000976~transcription cis-regulatory region binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,",TF,,,no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50F09&mode=embryo,GMR50F09,R50F09,CG5644,unc-13,FBgn0025726,http://flybase.org/reports/FBgn0025726.htm,"CNS small subset, EVE medial cells, Head, Midline",Medial cells,3L:8971708..8972508,800,,,"GO:0007268~chemical synaptic transmission,GO:0007269~neurotransmitter secretion,GO:0007528~neuromuscular junction development,GO:0016079~synaptic vesicle exocytosis,GO:0016081~synaptic vesicle docking,GO:0016082~synaptic vesicle priming,GO:0016188~synaptic vesicle maturation,GO:0035249~synaptic transmission, glutamatergic,GO:0061789~dense core granule priming,GO:0099069~synaptic vesicle tethering involved in synaptic vesicle exocytosis,GO:0099525~presynaptic dense core vesicle exocytosis,,GO:0005886~plasma membrane,GO:0030672~synaptic vesicle membrane,GO:0031594~neuromuscular junction,GO:0042734~presynaptic membrane,GO:0043005~neuron projection,GO:0043195~terminal bouton,GO:0045211~postsynaptic membrane,GO:0048786~presynaptic active zone,GO:0098831~presynaptic active zone cytoplasmic component,,GO:0001664~G protein-coupled receptor binding,GO:0003677~DNA binding,GO:0003924~GTPase activity,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0031683~G-protein beta/gamma-subunit complex binding,GO:0046872~metal ion binding,",TF,"SM00109:C1,SM00239:C2,SM01145:DUF1041,","PF00130:C1_1,PF00168:C2,PF06292:MUN,",no,no,?,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50G08&mode=embryo,GMR50G08,R50G08,CG9887,CG5644,FBgn0035948,http://flybase.org/reports/FBgn0035948.htm,"CNS small subset, EVE medial cells, Midline",Medial cells,2L:2400852..2401943,1091,,,"GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0043565~sequence-specific DNA binding,GO:0046983~protein dimerization activity,GO:1990837~sequence-specific double-stranded DNA binding,",TFs and Synapse,"SM00587:CHK,","PF02958:EcKL,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R51E04&mode=embryo,GMR51E04,R51E04,CG5407,phyl,FBgn0013725,http://flybase.org/reports/FBgn0013725.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall",Medial cells,3R:13229708..13233024,3316,,,"GO:0007049~cell cycle,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007219~Notch signaling pathway,GO:0007423~sensory organ development,GO:0007462~R1/R6 cell fate commitment,GO:0007465~R7 cell fate commitment,GO:0007601~visual perception,GO:0008052~sensory organ boundary specification,GO:0010498~proteasomal protein catabolic process,GO:0016360~sensory organ precursor cell fate determination,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0035883~enteroendocrine cell differentiation,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0045500~sevenless signaling pathway,GO:0045746~negative regulation of Notch signaling pathway,GO:0090090~negative regulation of canonical Wnt signaling pathway,,GO:0000151~ubiquitin ligase complex,GO:0005634~nucleus,GO:0005829~cytosol,,GO:0005543~phospholipid binding,GO:0042171~lysophosphatidic acid acyltransferase activity,",TF,,"PF07776:zf-AD,",?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R54B04&mode=embryo,GMR54B04,R54B04,CG4872,Hk,FBgn0263220,http://flybase.org/reports/FBgn0263220.htm,"CNS small subset, CNS superficial layer, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,X:16752333..16756333,4000,,,"GO:0006813~potassium ion transport,GO:0045938~positive regulation of circadian sleep/wake cycle, sleep,GO:0050802~circadian sleep/wake cycle, sleep,GO:1901379~regulation of potassium ion transmembrane transport,,GO:0005737~cytoplasm,GO:0008076~voltage-gated potassium channel complex,,GO:0008046~axon guidance receptor activity,",Synapse,,"PF00248:Aldo_ket_red,",?,?,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R54D02&mode=embryo,GMR54D02,R54D02,CG1221,dally,FBgn0263930,http://flybase.org/reports/FBgn0263930.htm,"CNS small subset, EVE medial cells, Head, Midline",Medial cells,3L:267781..268278,497,,SignalP-noTM,"GO:0007367~segment polarity determination,GO:0007409~axonogenesis,GO:0007427~epithelial cell migration, open tracheal system,GO:0007472~wing disc morphogenesis,GO:0007480~imaginal disc-derived leg morphogenesis,GO:0008045~motor neuron axon guidance,GO:0008052~sensory organ boundary specification,GO:0008407~chaeta morphogenesis,GO:0008586~imaginal disc-derived wing vein morphogenesis,GO:0009966~regulation of signal transduction,GO:0016477~cell migration,GO:0022416~chaeta development,GO:0030513~positive regulation of BMP signaling pathway,GO:0030718~germ-line stem cell population maintenance,GO:0035220~wing disc development,GO:0035222~wing disc pattern formation,GO:0045570~regulation of imaginal disc growth,GO:0045743~positive regulation of fibroblast growth factor receptor signaling pathway,GO:0045880~positive regulation of smoothened signaling pathway,GO:0048100~wing disc anterior/posterior pattern formation,GO:0048132~female germ-line stem cell asymmetric division,GO:0048190~wing disc dorsal/ventral pattern formation,GO:0048749~compound eye development,GO:0048813~dendrite morphogenesis,GO:0051726~regulation of cell cycle,GO:0071694~maintenance of protein location in extracellular region,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:1905475~regulation of protein localization to membrane,GO:2001261~negative regulation of semaphorin-plexin signaling pathway,,GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0009897~external side of plasma membrane,GO:0009986~cell surface,GO:0016323~basolateral plasma membrane,GO:0016324~apical plasma membrane,GO:0062023~collagen-containing extracellular matrix,GO:0098552~side of membrane,GO:0098595~perivitelline space,,GO:0003779~actin binding,GO:0005515~protein binding,GO:0008017~microtubule binding,",TF,,"PF01153:Glypican,",?,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R55G10&mode=embryo,GMR55G10,R55G10,CG14889,Gad1,FBgn0004516,http://flybase.org/reports/FBgn0004516.htm,"CNS small subset, CNS superficial layer, EVE medial cells",Medial cells,3R:12384199..12388055,3856,,,"GO:0006538~glutamate catabolic process,GO:0007416~synapse assembly,GO:0007528~neuromuscular junction development,GO:0008345~larval locomotory behavior,GO:0008355~olfactory learning,GO:0009449~gamma-aminobutyric acid biosynthetic process,GO:0009612~response to mechanical stimulus,GO:0019752~carboxylic acid metabolic process,,GO:0005737~cytoplasm,GO:0005829~cytosol,,GO:0003674~molecular_function,",Axon Guidance,,"PF00282:Pyridoxal_deC,",?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R56G02&mode=embryo,GMR56G02,R56G02,CG3143,tna,FBgn0026160,http://flybase.org/reports/FBgn0026160.htm,"CNS small subset, EVE medial cells, Head, Midline",Medial cells,3R:9902225..9905095,2870,,,"GO:0006357~regulation of transcription by RNA polymerase II,GO:0016925~protein sumoylation,GO:0045815~transcription initiation-coupled chromatin remodeling,,GO:0000785~chromatin,,GO:0001588~dopamine neurotransmitter receptor activity, coupled via Gs,GO:0004930~G protein-coupled receptor activity,GO:0004952~dopamine neurotransmitter receptor activity,GO:0004993~G protein-coupled serotonin receptor activity,GO:0030594~neurotransmitter receptor activity,",Axon Guidance,,"PF02891:zf-MIZ,",yes,no,yes,yes,yes,
